'dr_no'	'date_reported'	'date_occ'	'time_occ'	'area'	'area_name'	'rd'	'crime_no'	'crime_desc'	'status'	'status_desc'	'image_no'
130204063	'2nd January, 2013'	'21st December, 2012'	1100	2	'Rampart'	261	310	'BURGLARY'	'ao'	'Adult Other'	706
130204089	'2nd January, 2013'	'21st December, 2012'	1623	2	'Rampart'	212	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	514
130204098	'2nd January, 2013'	'21st December, 2012'	2300	2	'Rampart'	256	310	'BURGLARY'	'ic'	'Invest Cont'	648
130304587	'10th January, 2013'	'21st December, 2012'	1800	3	'Southwest'	337	310	'BURGLARY'	'ic'	'Invest Cont'	374
130304720	'12th January, 2013'	'21st December, 2012'	1200	3	'Southwest'	398	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	697
130304937	'16th January, 2013'	'21st December, 2012'	1200	3	'Southwest'	393	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	999
130309835	'4th April, 2013'	'21st December, 2012'	1100	3	'Southwest'	375	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	860
130404067	'3rd January, 2013'	'21st December, 2012'	1530	4	'Hollenbeck'	437	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	-1
130404157	'5th January, 2013'	'21st December, 2012'	2200	4	'Hollenbeck'	479	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'aa'	'Adult Arrest'	4
130410797	'26th June, 2013'	'21st December, 2012'	1200	4	'Hollenbeck'	468	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	345
130506245	'22nd February, 2013'	'21st December, 2012'	1801	5	'Harbor'	519	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	48
130509382	'4th May, 2013'	'21st December, 2012'	2046	5	'Harbor'	519	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	893
130604056	'1st January, 2013'	'21st December, 2012'	800	6	'Hollywood'	646	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	445
130604465	'5th January, 2013'	'21st December, 2012'	1930	6	'Hollywood'	665	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	447
130608117	'28th February, 2013'	'21st December, 2012'	1900	6	'Hollywood'	648	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	203
130608510	'6th March, 2013'	'21st December, 2012'	2100	6	'Hollywood'	631	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	516
130704056	'2nd January, 2013'	'21st December, 2012'	1700	7	'Wilshire'	722	310	'BURGLARY'	'ic'	'Invest Cont'	602
130704093	'2nd January, 2013'	'21st December, 2012'	1410	7	'Wilshire'	714	900	'VIOLATION OF COURT ORDER'	'ao'	'Adult Other'	469
130704152	'4th January, 2013'	'21st December, 2012'	1	7	'Wilshire'	706	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	735
130704217	'5th January, 2013'	'21st December, 2012'	800	7	'Wilshire'	742	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	630
130704598	'16th January, 2013'	'21st December, 2012'	1315	7	'Wilshire'	763	956	'LETTERS, LEWD'	'ao'	'Adult Other'	84
130704781	'20th January, 2013'	'21st December, 2012'	900	7	'Wilshire'	723	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	478
130707232	'14th March, 2013'	'21st December, 2012'	1	7	'Wilshire'	743	860	'BATTERY WITH SEXUAL CONTACT'	'ao'	'Adult Other'	596
130804300	'7th January, 2013'	'21st December, 2012'	1530	8	'West LA'	823	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	837
130804588	'14th January, 2013'	'21st December, 2012'	1830	8	'West LA'	884	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	-1
130804942	'22nd January, 2013'	'21st December, 2012'	1800	8	'West LA'	804	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	884
130812629	'7th August, 2013'	'21st December, 2012'	1600	8	'West LA'	887	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	80
130904123	'3rd January, 2013'	'21st December, 2012'	1500	9	'Van Nuys'	941	310	'BURGLARY'	'ic'	'Invest Cont'	-1
130904255	'4th January, 2013'	'21st December, 2012'	1200	9	'Van Nuys'	919	810	'SEX, UNLAWFUL'	'jo'	'Juv Other'	564
130904502	'11th January, 2013'	'21st December, 2012'	1200	9	'Van Nuys'	915	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	509
130904888	'21st January, 2013'	'21st December, 2012'	1200	9	'Van Nuys'	974	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	10
130906840	'1st March, 2013'	'21st December, 2012'	1200	9	'Van Nuys'	923	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	967
131000546	'28th January, 2013'	'21st December, 2012'	1200	10	'West Valley'	1065	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ao'	'Adult Other'	-1
131004178	'5th January, 2013'	'21st December, 2012'	800	10	'West Valley'	1044	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	485
131004297	'7th January, 2013'	'21st December, 2012'	1400	10	'West Valley'	1029	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131004382	'9th January, 2013'	'21st December, 2012'	700	10	'West Valley'	1018	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	899
131004691	'16th January, 2013'	'21st December, 2012'	900	10	'West Valley'	1083	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	551
131005216	'29th January, 2013'	'21st December, 2012'	1700	10	'West Valley'	1097	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	223
131105311	'25th January, 2013'	'21st December, 2012'	530	11	'Northeast'	1124	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	268
131110678	'10th May, 2013'	'21st December, 2012'	800	11	'Northeast'	1124	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ic'	'Invest Cont'	844
131204011	'1st January, 2013'	'21st December, 2012'	1200	12	'77th Street'	1256	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131204505	'7th January, 2013'	'21st December, 2012'	1800	12	'77th Street'	1273	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	962
131204657	'11th January, 2013'	'21st December, 2012'	800	12	'77th Street'	1256	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131204696	'11th January, 2013'	'21st December, 2012'	1400	12	'77th Street'	1203	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ao'	'Adult Other'	975
131205837	'29th January, 2013'	'21st December, 2012'	800	12	'77th Street'	1241	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	460
131304170	'3rd January, 2013'	'21st December, 2012'	1100	13	'Newton'	1343	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	73
131305590	'30th January, 2013'	'21st December, 2012'	1600	13	'Newton'	1333	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	-1
131307539	'7th March, 2013'	'21st December, 2012'	1300	13	'Newton'	1367	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	840
131404228	'3rd January, 2013'	'21st December, 2012'	915	14	'Pacific'	1454	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	233
131404645	'9th January, 2013'	'21st December, 2012'	800	14	'Pacific'	1407	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	119
131404649	'9th January, 2013'	'21st December, 2012'	800	14	'Pacific'	1479	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	731
131405067	'15th January, 2013'	'21st December, 2012'	1400	14	'Pacific'	1428	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131405106	'15th January, 2013'	'21st December, 2012'	1700	14	'Pacific'	1469	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ic'	'Invest Cont'	363
131504064	'2nd January, 2013'	'21st December, 2012'	800	15	'N Hollywood'	1525	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	942
131504334	'7th January, 2013'	'21st December, 2012'	1700	15	'N Hollywood'	1523	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	314
131504454	'9th January, 2013'	'21st December, 2012'	1	15	'N Hollywood'	1544	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	944
131504607	'12th January, 2013'	'21st December, 2012'	1200	15	'N Hollywood'	1526	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	-1
131505914	'6th February, 2013'	'21st December, 2012'	1100	15	'N Hollywood'	1527	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	644
131506015	'8th February, 2013'	'21st December, 2012'	1200	15	'N Hollywood'	1549	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ao'	'Adult Other'	358
131510552	'7th May, 2013'	'21st December, 2012'	1200	15	'N Hollywood'	1527	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	552
131511364	'14th May, 2013'	'21st December, 2012'	1400	15	'N Hollywood'	1555	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	556
131604036	'2nd January, 2013'	'21st December, 2012'	1000	16	'Foothill'	1684	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
131604049	'2nd January, 2013'	'21st December, 2012'	1300	16	'Foothill'	1675	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
131605478	'6th February, 2013'	'21st December, 2012'	1800	16	'Foothill'	1661	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'aa'	'Adult Arrest'	983
131606112	'25th February, 2013'	'21st December, 2012'	1400	16	'Foothill'	1601	121	'RAPE, FORCIBLE'	'ao'	'Adult Other'	76
131704404	'10th January, 2013'	'21st December, 2012'	1	17	'Devonshire'	1737	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
131705786	'10th February, 2013'	'21st December, 2012'	1800	17	'Devonshire'	1794	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	368
131710436	'15th May, 2013'	'21st December, 2012'	1400	17	'Devonshire'	1701	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	129
131804026	'2nd January, 2013'	'21st December, 2012'	1200	18	'Southeast'	1802	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	569
131804163	'3rd January, 2013'	'21st December, 2012'	1700	18	'Southeast'	1841	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
131804577	'13th January, 2013'	'21st December, 2012'	230	18	'Southeast'	1803	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	-1
131811892	'18th June, 2013'	'21st December, 2012'	1	18	'Southeast'	1871	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	670
131904014	'1st January, 2013'	'21st December, 2012'	2050	19	'Mission'	1984	237	'CHILD NEGLECT (SEE 300 W.I.C.)'	'ic'	'Invest Cont'	21
131905824	'31st January, 2013'	'21st December, 2012'	1800	19	'Mission'	1964	812	'CHILD, CRIME AGAINST'	'ic'	'Invest Cont'	-1
132004187	'4th January, 2013'	'21st December, 2012'	1	20	'Olympic'	2001	354	'THEFT OF IDENTITY'	'aa'	'Adult Arrest'	135
132006090	'15th February, 2013'	'21st December, 2012'	930	20	'Olympic'	2091	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	581
132104225	'4th January, 2013'	'21st December, 2012'	1715	21	'Topanga'	2146	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
132114994	'20th August, 2013'	'21st December, 2012'	1200	21	'Topanga'	2169	888	'TRESPASSING'	'aa'	'Adult Arrest'	10
130104092	'2nd January, 2013'	'20th December, 2012'	1	1	'Central'	185	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130104220	'3rd January, 2013'	'20th December, 2012'	900	1	'Central'	182	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	877
130104383	'7th January, 2013'	'20th December, 2012'	600	1	'Central'	158	480	'BIKE - STOLEN'	'ic'	'Invest Cont'	-1
130104398	'7th January, 2013'	'20th December, 2012'	2100	1	'Central'	192	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	612
130105181	'21st January, 2013'	'20th December, 2012'	1659	1	'Central'	119	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ic'	'Invest Cont'	375
130116777	'22nd July, 2013'	'20th December, 2012'	1400	1	'Central'	182	480	'BIKE - STOLEN'	'ic'	'Invest Cont'	730
130118365	'15th August, 2013'	'20th December, 2012'	2359	1	'Central'	155	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	857
130204188	'3rd January, 2013'	'20th December, 2012'	1200	2	'Rampart'	233	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	589
130205215	'21st January, 2013'	'20th December, 2012'	1700	2	'Rampart'	248	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	514
130304128	'3rd January, 2013'	'20th December, 2012'	735	3	'Southwest'	363	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	558
130304407	'7th January, 2013'	'20th December, 2012'	1200	3	'Southwest'	317	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	251
130304599	'10th January, 2013'	'20th December, 2012'	1830	3	'Southwest'	375	350	'THEFT, PERSON'	'ic'	'Invest Cont'	887
130305780	'30th January, 2013'	'20th December, 2012'	800	3	'Southwest'	341	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	498
130318671	'21st August, 2013'	'20th December, 2012'	1000	3	'Southwest'	373	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	879
130326271	'20th December, 2013'	'20th December, 2012'	1705	3	'Southwest'	357	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	594
130404235	'7th January, 2013'	'20th December, 2012'	1200	4	'Hollenbeck'	453	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	1001
130404379	'9th January, 2013'	'20th December, 2012'	915	4	'Hollenbeck'	443	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130404632	'15th January, 2013'	'20th December, 2012'	1800	4	'Hollenbeck'	467	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	-1
130405734	'14th February, 2013'	'20th December, 2012'	900	4	'Hollenbeck'	448	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	670
130504255	'6th January, 2013'	'20th December, 2012'	1	5	'Harbor'	531	310	'BURGLARY'	'ic'	'Invest Cont'	678
130504640	'15th January, 2013'	'20th December, 2012'	1200	5	'Harbor'	524	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	841
130505201	'28th January, 2013'	'20th December, 2012'	1200	5	'Harbor'	511	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130506890	'7th March, 2013'	'20th December, 2012'	1200	5	'Harbor'	584	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	552
130604404	'4th January, 2013'	'20th December, 2012'	1400	6	'Hollywood'	643	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	62
130607330	'15th February, 2013'	'20th December, 2012'	1400	6	'Hollywood'	632	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	130
130704066	'2nd January, 2013'	'20th December, 2012'	1000	7	'Wilshire'	721	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	370
130704344	'9th January, 2013'	'20th December, 2012'	1200	7	'Wilshire'	722	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	51
130704875	'22nd January, 2013'	'20th December, 2012'	1	7	'Wilshire'	758	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	-1
130804211	'4th January, 2013'	'20th December, 2012'	1200	8	'West LA'	811	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	92
130804375	'9th January, 2013'	'20th December, 2012'	1900	8	'West LA'	857	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	918
130805337	'1st February, 2013'	'20th December, 2012'	2200	8	'West LA'	841	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130806500	'3rd March, 2013'	'20th December, 2012'	845	8	'West LA'	842	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	362
130904404	'10th January, 2013'	'20th December, 2012'	900	9	'Van Nuys'	994	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	685
130905451	'1st February, 2013'	'20th December, 2012'	700	9	'Van Nuys'	901	310	'BURGLARY'	'ic'	'Invest Cont'	-1
131004129	'3rd January, 2013'	'20th December, 2012'	900	10	'West Valley'	1097	956	'LETTERS, LEWD'	'ao'	'Adult Other'	521
131004365	'9th January, 2013'	'20th December, 2012'	1800	10	'West Valley'	1029	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'aa'	'Adult Arrest'	745
131006082	'19th February, 2013'	'20th December, 2012'	600	10	'West Valley'	1012	627	'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT'	'aa'	'Adult Arrest'	387
131006762	'5th March, 2013'	'20th December, 2012'	1900	10	'West Valley'	1037	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	566
131007770	'27th March, 2013'	'20th December, 2012'	1100	10	'West Valley'	1044	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ao'	'Adult Other'	742
131009999	'18th May, 2013'	'20th December, 2012'	1200	10	'West Valley'	1024	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	79
131019310	'23rd December, 2013'	'20th December, 2012'	1200	10	'West Valley'	1068	860	'BATTERY WITH SEXUAL CONTACT'	'ic'	'Invest Cont'	813
131104174	'4th January, 2013'	'20th December, 2012'	2100	11	'Northeast'	1102	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	781
131104308	'6th January, 2013'	'20th December, 2012'	1200	11	'Northeast'	1119	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	672
131104442	'9th January, 2013'	'20th December, 2012'	1200	11	'Northeast'	1132	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	21
131104581	'11th January, 2013'	'20th December, 2012'	1900	11	'Northeast'	1189	310	'BURGLARY'	'ic'	'Invest Cont'	899
131106534	'20th February, 2013'	'20th December, 2012'	800	11	'Northeast'	1136	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	648
131107262	'8th March, 2013'	'20th December, 2012'	605	11	'Northeast'	1171	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	694
131204160	'2nd January, 2013'	'20th December, 2012'	1400	12	'77th Street'	1245	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	24
131204179	'3rd January, 2013'	'20th December, 2012'	1110	12	'77th Street'	1248	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	898
131204326	'5th January, 2013'	'20th December, 2012'	800	12	'77th Street'	1233	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	775
131204986	'15th January, 2013'	'20th December, 2012'	900	12	'77th Street'	1256	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	677
131227270	'21st December, 2013'	'20th December, 2012'	1930	12	'77th Street'	1243	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	189
131310595	'2nd May, 2013'	'20th December, 2012'	1200	13	'Newton'	1323	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	-1
131404079	'1st January, 2013'	'20th December, 2012'	1100	14	'Pacific'	1457	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	993
131404223	'3rd January, 2013'	'20th December, 2012'	1300	14	'Pacific'	1428	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	715
131405447	'21st January, 2013'	'20th December, 2012'	1159	14	'Pacific'	1488	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
131405642	'24th January, 2013'	'20th December, 2012'	1850	14	'Pacific'	1488	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ao'	'Adult Other'	148
131405953	'28th January, 2013'	'20th December, 2012'	1100	14	'Pacific'	1438	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	736
131406009	'28th January, 2013'	'20th December, 2012'	1216	14	'Pacific'	1496	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
131406365	'3rd February, 2013'	'20th December, 2012'	1300	14	'Pacific'	1466	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	7
131504134	'3rd January, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1522	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	245
131504461	'9th January, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1508	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	996
131504500	'10th January, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1544	310	'BURGLARY'	'ic'	'Invest Cont'	27
131505150	'23rd January, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1548	310	'BURGLARY'	'ic'	'Invest Cont'	194
131505387	'28th January, 2013'	'20th December, 2012'	800	15	'N Hollywood'	1541	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	537
131506661	'21st February, 2013'	'20th December, 2012'	1800	15	'N Hollywood'	1515	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	937
131509300	'12th April, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1505	310	'BURGLARY'	'ic'	'Invest Cont'	165
131509434	'15th April, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1532	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	99
131511202	'17th May, 2013'	'20th December, 2012'	1200	15	'N Hollywood'	1503	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	-1
131604466	'12th January, 2013'	'20th December, 2012'	1300	16	'Foothill'	1656	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	436
131604543	'15th January, 2013'	'20th December, 2012'	900	16	'Foothill'	1677	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	461
131604577	'16th January, 2013'	'20th December, 2012'	1600	16	'Foothill'	1687	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ao'	'Adult Other'	52
131607498	'26th March, 2013'	'20th December, 2012'	1800	16	'Foothill'	1653	810	'SEX, UNLAWFUL'	'jo'	'Juv Other'	495
131610650	'17th June, 2013'	'20th December, 2012'	800	16	'Foothill'	1698	310	'BURGLARY'	'ic'	'Invest Cont'	680
131700518	'6th January, 2013'	'20th December, 2012'	1300	17	'Devonshire'	1782	442	'SHOPLIFTING - PETTY THEFT ($950 & UNDER)'	'ic'	'Invest Cont'	-1
131704053	'2nd January, 2013'	'20th December, 2012'	800	17	'Devonshire'	1729	310	'BURGLARY'	'ic'	'Invest Cont'	481
131704276	'7th January, 2013'	'20th December, 2012'	600	17	'Devonshire'	1779	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	261
131704430	'10th January, 2013'	'20th December, 2012'	1800	17	'Devonshire'	1781	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	717
131704457	'11th January, 2013'	'20th December, 2012'	1700	17	'Devonshire'	1781	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	986
131704484	'11th January, 2013'	'20th December, 2012'	1235	17	'Devonshire'	1775	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	836
131704557	'13th January, 2013'	'20th December, 2012'	1500	17	'Devonshire'	1737	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
131704684	'16th January, 2013'	'20th December, 2012'	800	17	'Devonshire'	1752	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	775
131704736	'17th January, 2013'	'20th December, 2012'	1830	17	'Devonshire'	1705	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	957
131706120	'16th February, 2013'	'20th December, 2012'	600	17	'Devonshire'	1729	900	'VIOLATION OF COURT ORDER'	'ao'	'Adult Other'	774
131708768	'8th April, 2013'	'20th December, 2012'	1000	17	'Devonshire'	1762	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	-1
131708825	'10th April, 2013'	'20th December, 2012'	2000	17	'Devonshire'	1785	354	'THEFT OF IDENTITY'	'aa'	'Adult Arrest'	12
131716920	'8th October, 2013'	'20th December, 2012'	1800	17	'Devonshire'	1732	954	'CONTRIBUTING'	'aa'	'Adult Arrest'	664
131804087	'2nd January, 2013'	'20th December, 2012'	1500	18	'Southeast'	1827	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	382
131904049	'2nd January, 2013'	'20th December, 2012'	1400	19	'Mission'	1962	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	478
131904228	'5th January, 2013'	'20th December, 2012'	1200	19	'Mission'	1963	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	409
131906370	'9th February, 2013'	'20th December, 2012'	1200	19	'Mission'	1959	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131909108	'27th March, 2013'	'20th December, 2012'	900	19	'Mission'	1924	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	515
131918907	'6th September, 2013'	'20th December, 2012'	1200	19	'Mission'	1971	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	242
